Ad ID,Page Name,Ad Text,Image File,Image URL,Link CTA/Text,Landing Page Link
ライブラリ 1589520222664481,国を選択,"気になるショート動画を、もっと楽しもう。📱✨

VibeVideoなら、人気のショート動画をチェックして、気になるクリエイターをフォローできます。

🎬 ショート動画を楽しむ
💬 気軽に交流
❤️ お気に入りをチェック

今すぐVibeVideoをダウンロード👇",data/2026-09-19/images/ライブラリ 1589520222664481_2024.jpg,https://scontent-lga3-1.xx.fbcdn.net/v/t39.35426-6/797795663_1604915241301890_474238778891539603_n.jpg?stp=dst-jpg_s60x60_tt6&_nc_cat=109&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=7x0LlfRjVKoQ7kNvwH8t02l&_nc_oc=AdqNlB8Uq7cYUnIB-zjk6PQ_CP1XIctyh1Dwis6JmXKNWHSUliTgJSW8I3AV79M9mbQ&_nc_zt=14&_nc_ht=scontent-lga3-1.xx&_nc_gid=Uby_7Ohmko9c5JyLVVn7iw&_nc_ss=79289&oh=00_AQJOQ9sCjiCOBMI4DRCzj1jp2NIwIjJihS0xwCt7H9ZXWA&oe=6AB45EBD,,https://metastatus.com/ads-transparency
ライブラリ 1589520222664481,国を選択,"気になるショート動画を、もっと楽しもう。📱✨

VibeVideoなら、人気のショート動画をチェックして、気になるクリエイターをフォローできます。

🎬 ショート動画を楽しむ
💬 気軽に交流
❤️ お気に入りをチェック

今すぐVibeVideoをダウンロード👇",data/2026-09-19/images/ライブラリ 1589520222664481_2024.jpg,https://scontent-lga3-1.xx.fbcdn.net/v/t39.35426-6/797795663_1604915241301890_474238778891539603_n.jpg?stp=dst-jpg_s60x60_tt6&_nc_cat=109&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=7x0LlfRjVKoQ7kNvwH8t02l&_nc_oc=AdqNlB8Uq7cYUnIB-zjk6PQ_CP1XIctyh1Dwis6JmXKNWHSUliTgJSW8I3AV79M9mbQ&_nc_zt=14&_nc_ht=scontent-lga3-1.xx&_nc_gid=Uby_7Ohmko9c5JyLVVn7iw&_nc_ss=79289&oh=00_AQJOQ9sCjiCOBMI4DRCzj1jp2NIwIjJihS0xwCt7H9ZXWA&oe=6AB45EBD,,https://metastatus.com/ads-transparency
ライブラリ 1589520222664481,国を選択,"気になるショート動画を、もっと楽しもう。📱✨

VibeVideoなら、人気のショート動画をチェックして、気になるクリエイターをフォローできます。

🎬 ショート動画を楽しむ
💬 気軽に交流
❤️ お気に入りをチェック

今すぐVibeVideoをダウンロード👇",data/2026-09-19/images/ライブラリ 1589520222664481_2024.jpg,https://scontent-lga3-1.xx.fbcdn.net/v/t39.35426-6/797795663_1604915241301890_474238778891539603_n.jpg?stp=dst-jpg_s60x60_tt6&_nc_cat=109&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=7x0LlfRjVKoQ7kNvwH8t02l&_nc_oc=AdqNlB8Uq7cYUnIB-zjk6PQ_CP1XIctyh1Dwis6JmXKNWHSUliTgJSW8I3AV79M9mbQ&_nc_zt=14&_nc_ht=scontent-lga3-1.xx&_nc_gid=Uby_7Ohmko9c5JyLVVn7iw&_nc_ss=79289&oh=00_AQJOQ9sCjiCOBMI4DRCzj1jp2NIwIjJihS0xwCt7H9ZXWA&oe=6AB45EBD,,https://metastatus.com/ads-transparency
ライブラリ 1589520222664481,国を選択,"気になるショート動画を、もっと楽しもう。📱✨

VibeVideoなら、人気のショート動画をチェックして、気になるクリエイターをフォローできます。

🎬 ショート動画を楽しむ
💬 気軽に交流
❤️ お気に入りをチェック

今すぐVibeVideoをダウンロード👇",data/2026-09-19/images/ライブラリ 1589520222664481_2024.jpg,https://scontent-lga3-1.xx.fbcdn.net/v/t39.35426-6/797795663_1604915241301890_474238778891539603_n.jpg?stp=dst-jpg_s60x60_tt6&_nc_cat=109&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=7x0LlfRjVKoQ7kNvwH8t02l&_nc_oc=AdqNlB8Uq7cYUnIB-zjk6PQ_CP1XIctyh1Dwis6JmXKNWHSUliTgJSW8I3AV79M9mbQ&_nc_zt=14&_nc_ht=scontent-lga3-1.xx&_nc_gid=Uby_7Ohmko9c5JyLVVn7iw&_nc_ss=79289&oh=00_AQJOQ9sCjiCOBMI4DRCzj1jp2NIwIjJihS0xwCt7H9ZXWA&oe=6AB45EBD,,https://metastatus.com/ads-transparency
ライブラリ 1589520222664481,国を選択,"気になるショート動画を、もっと楽しもう。📱✨

VibeVideoなら、人気のショート動画をチェックして、気になるクリエイターをフォローできます。

🎬 ショート動画を楽しむ
💬 気軽に交流
❤️ お気に入りをチェック

今すぐVibeVideoをダウンロード👇",data/2026-09-19/images/ライブラリ 1589520222664481_2024.jpg,https://scontent-lga3-1.xx.fbcdn.net/v/t39.35426-6/797795663_1604915241301890_474238778891539603_n.jpg?stp=dst-jpg_s60x60_tt6&_nc_cat=109&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=7x0LlfRjVKoQ7kNvwH8t02l&_nc_oc=AdqNlB8Uq7cYUnIB-zjk6PQ_CP1XIctyh1Dwis6JmXKNWHSUliTgJSW8I3AV79M9mbQ&_nc_zt=14&_nc_ht=scontent-lga3-1.xx&_nc_gid=Uby_7Ohmko9c5JyLVVn7iw&_nc_ss=79289&oh=00_AQJOQ9sCjiCOBMI4DRCzj1jp2NIwIjJihS0xwCt7H9ZXWA&oe=6AB45EBD,,https://metastatus.com/ads-transparency
ライブラリ 1589520222664481,国を選択,"気になるショート動画を、もっと楽しもう。📱✨

VibeVideoなら、人気のショート動画をチェックして、気になるクリエイターをフォローできます。

🎬 ショート動画を楽しむ
💬 気軽に交流
❤️ お気に入りをチェック

今すぐVibeVideoをダウンロード👇",data/2026-09-19/images/ライブラリ 1589520222664481_2024.jpg,https://scontent-lga3-1.xx.fbcdn.net/v/t39.35426-6/797795663_1604915241301890_474238778891539603_n.jpg?stp=dst-jpg_s60x60_tt6&_nc_cat=109&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=7x0LlfRjVKoQ7kNvwH8t02l&_nc_oc=AdqNlB8Uq7cYUnIB-zjk6PQ_CP1XIctyh1Dwis6JmXKNWHSUliTgJSW8I3AV79M9mbQ&_nc_zt=14&_nc_ht=scontent-lga3-1.xx&_nc_gid=Uby_7Ohmko9c5JyLVVn7iw&_nc_ss=79289&oh=00_AQJOQ9sCjiCOBMI4DRCzj1jp2NIwIjJihS0xwCt7H9ZXWA&oe=6AB45EBD,,https://metastatus.com/ads-transparency
ライブラリ 1589520222664481,国を選択,"気になるショート動画を、もっと楽しもう。📱✨

VibeVideoなら、人気のショート動画をチェックして、気になるクリエイターをフォローできます。

🎬 ショート動画を楽しむ
💬 気軽に交流
❤️ お気に入りをチェック

今すぐVibeVideoをダウンロード👇",data/2026-09-19/images/ライブラリ 1589520222664481_2024.jpg,https://scontent-lga3-1.xx.fbcdn.net/v/t39.35426-6/797795663_1604915241301890_474238778891539603_n.jpg?stp=dst-jpg_s60x60_tt6&_nc_cat=109&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=7x0LlfRjVKoQ7kNvwH8t02l&_nc_oc=AdqNlB8Uq7cYUnIB-zjk6PQ_CP1XIctyh1Dwis6JmXKNWHSUliTgJSW8I3AV79M9mbQ&_nc_zt=14&_nc_ht=scontent-lga3-1.xx&_nc_gid=Uby_7Ohmko9c5JyLVVn7iw&_nc_ss=79289&oh=00_AQJOQ9sCjiCOBMI4DRCzj1jp2NIwIjJihS0xwCt7H9ZXWA&oe=6AB45EBD,,https://metastatus.com/ads-transparency
ライブラリ 1589520222664481,国を選択,"気になるショート動画を、もっと楽しもう。📱✨

VibeVideoなら、人気のショート動画をチェックして、気になるクリエイターをフォローできます。

🎬 ショート動画を楽しむ
💬 気軽に交流
❤️ お気に入りをチェック

今すぐVibeVideoをダウンロード👇",data/2026-09-19/images/ライブラリ 1589520222664481_2024.jpg,https://scontent-lga3-1.xx.fbcdn.net/v/t39.35426-6/797795663_1604915241301890_474238778891539603_n.jpg?stp=dst-jpg_s60x60_tt6&_nc_cat=109&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=7x0LlfRjVKoQ7kNvwH8t02l&_nc_oc=AdqNlB8Uq7cYUnIB-zjk6PQ_CP1XIctyh1Dwis6JmXKNWHSUliTgJSW8I3AV79M9mbQ&_nc_zt=14&_nc_ht=scontent-lga3-1.xx&_nc_gid=Uby_7Ohmko9c5JyLVVn7iw&_nc_ss=79289&oh=00_AQJOQ9sCjiCOBMI4DRCzj1jp2NIwIjJihS0xwCt7H9ZXWA&oe=6AB45EBD,,https://metastatus.com/ads-transparency
ライブラリ 1589520222664481,国を選択,"気になるショート動画を、もっと楽しもう。📱✨

VibeVideoなら、人気のショート動画をチェックして、気になるクリエイターをフォローできます。

🎬 ショート動画を楽しむ
💬 気軽に交流
❤️ お気に入りをチェック

今すぐVibeVideoをダウンロード👇",data/2026-09-19/images/ライブラリ 1589520222664481_2024.jpg,https://scontent-lga3-1.xx.fbcdn.net/v/t39.35426-6/797795663_1604915241301890_474238778891539603_n.jpg?stp=dst-jpg_s60x60_tt6&_nc_cat=109&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=7x0LlfRjVKoQ7kNvwH8t02l&_nc_oc=AdqNlB8Uq7cYUnIB-zjk6PQ_CP1XIctyh1Dwis6JmXKNWHSUliTgJSW8I3AV79M9mbQ&_nc_zt=14&_nc_ht=scontent-lga3-1.xx&_nc_gid=Uby_7Ohmko9c5JyLVVn7iw&_nc_ss=79289&oh=00_AQJOQ9sCjiCOBMI4DRCzj1jp2NIwIjJihS0xwCt7H9ZXWA&oe=6AB45EBD,,https://metastatus.com/ads-transparency
ライブラリ 1589520222664481,国を選択,"気になるショート動画を、もっと楽しもう。📱✨

VibeVideoなら、人気のショート動画をチェックして、気になるクリエイターをフォローできます。

🎬 ショート動画を楽しむ
💬 気軽に交流
❤️ お気に入りをチェック

今すぐVibeVideoをダウンロード👇",data/2026-09-19/images/ライブラリ 1589520222664481_2024.jpg,https://scontent-lga3-1.xx.fbcdn.net/v/t39.35426-6/797795663_1604915241301890_474238778891539603_n.jpg?stp=dst-jpg_s60x60_tt6&_nc_cat=109&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=7x0LlfRjVKoQ7kNvwH8t02l&_nc_oc=AdqNlB8Uq7cYUnIB-zjk6PQ_CP1XIctyh1Dwis6JmXKNWHSUliTgJSW8I3AV79M9mbQ&_nc_zt=14&_nc_ht=scontent-lga3-1.xx&_nc_gid=Uby_7Ohmko9c5JyLVVn7iw&_nc_ss=79289&oh=00_AQJOQ9sCjiCOBMI4DRCzj1jp2NIwIjJihS0xwCt7H9ZXWA&oe=6AB45EBD,,https://metastatus.com/ads-transparency
